1	24072
3	23596.5
12	23565.6
61	23546.8
73	23431
89	23259.6
147	21612.3
892	21134.4
2464	21077.7
2499	20736.9
8685	20502.5
11872	20326.6
12560	20282.3
13457	20120.5
22971	20079.3
25464	19527.4
98389	19259.8
154462	18945.5
293953	18743.2
781132	17869.4
